,Job Title,Company Name,Location,Sector,City,State
916,Data Engineer,"Kani Solutions
4.6","Chicago, IL",Business Services,Chicago,Illinois
917,Sr. Data Visualization Developer,"Chamberlain Group Inc
3.1","Oak Brook, IL",Manufacturing,Oak Brook,Illinois
918,Data Engineer,"Collabera
4.1","Chicago, IL",Information Technology,Chicago,Illinois
919,SAP Data Analyst,"Old World Industries
3.1","Northbrook, IL",Manufacturing,Northbrook,Illinois
920,Senior HFT Futures Quantitative Research Scientist,"Quantlab
3.7","Chicago, IL",Finance,Chicago,Illinois
921,Sr. Data Scientist,"TMP WORLDWIDE
3.6","Chicago, IL",Business Services,Chicago,Illinois
922,Data Engineer,GradTests (gradtests.com.au),"Chicago, IL",-1,Chicago,Illinois
923,Director of Data Science,"BenchPrep
4.6","Chicago, IL",Education,Chicago,Illinois
924,Lead Real World Analytics Data Scientist,"Tempus
3.3","Chicago, IL",Finance,Chicago,Illinois
925,Data Engineer,"RAPP
3.2","Chicago, IL",Business Services,Chicago,Illinois
926,Data Engineer,"Trident Consulting
4.2","Chicago, IL",-1,Chicago,Illinois
927,Senior Data Analyst,"360pi
4.2","Chicago, IL",Information Technology,Chicago,Illinois
928,Data Analyst,TalentDash,"Chicago, IL",Information Technology,Chicago,Illinois
929,Data Engineer,"Insight Enterprises, Inc.
4.0","Chicago, IL",Information Technology,Chicago,Illinois
930,Lead Data Scientist,"CVS Health
2.9","Northbrook, IL",Health Care,Northbrook,Illinois
931,Director of Data Science,"Epsilon
3.4","Chicago, IL",Business Services,Chicago,Illinois
932,AI/ML Data Engineer,"CYNET SYSTEMS
4.0","Chicago, IL",Information Technology,Chicago,Illinois
933,"Scientist Biopharm - HPLC (IEX , SEC )","Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
934,Marketing Data Analyst,Show Me Leads,"Chicago, IL",-1,Chicago,Illinois
935,Analytics Consultant,"Epiq
3.6","Chicago, IL",Accounting & Legal,Chicago,Illinois
936,Data Engineer SQL-PLSQL-HANA,"ServiceNow
3.7","Chicago, IL",Information Technology,Chicago,Illinois
937,Food Scientist - Foodservice,"Conagra Brands
3.6","Chicago, IL",Manufacturing,Chicago,Illinois
938,Data Sceintist,"Antuit
4.0","Chicago, IL",Information Technology,Chicago,Illinois
939,Data Engineer,"Capax Global
4.7","Chicago, IL",Information Technology,Chicago,Illinois
940,Data Scientist- Senior Advisor,"CVS Health
2.9","Northbrook, IL",Health Care,Northbrook,Illinois
941,Food Scientist,VIVA 5,"Chicago, IL",-1,Chicago,Illinois
942,Data Engineer - RBD,"Reyes Beer Division
3.3","Rosemont, IL",Business Services,Rosemont,Illinois
943,"Quantitative Researcher, Market Simulator","NJF Global Holdings
4.2","Chicago, IL",Business Services,Chicago,Illinois
944,"Data Scientist - Health Outcomes, Advisor","CVS Health
2.9","Northbrook, IL",Health Care,Northbrook,Illinois
945,Talent Acquisition Vendor & Analytics Manager - Virtual,"PeopleReady
3.4","Chicago, IL",Business Services,Chicago,Illinois
946,"Quantitative Research Analyst, PhD",Financial Services Company,"Chicago, IL",-1,Chicago,Illinois
947,Data Engineer - RBD,"Martin-Brower
3.5","Des Plaines, IL",Business Services,Des Plaines,Illinois
948,Jr. Business Intelligence Analyst,"IFG Companies
2.9","Chicago, IL",Insurance,Chicago,Illinois
949,"Staff Software Scientist, Reproductive Health","Thermo Fisher Scientific
3.4","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
950,"Data Engineer, Virtualization","Northern Trust
3.7","Chicago, IL",Finance,Chicago,Illinois
951,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),"BMO
3.2","Chicago, IL",Finance,Chicago,Illinois
952,Analytics Manager,"Smith Hanley Associates
4.5","Chicago, IL",Business Services,Chicago,Illinois
953,Data Scientist Consultant,"Capgemini
3.8","Chicago, IL",Information Technology,Chicago,Illinois
954,Data Engineer (remote),"Thrivent
3.3","Chicago, IL",Insurance,Chicago,Illinois
955,Data Engineer,"GoHealth
3.2","Chicago, IL",Health Care,Chicago,Illinois
956,Environmental Scientist/Engineer (Jr. Level),"Tetra Tech, Inc.
3.7","Chicago, IL",Business Services,Chicago,Illinois
957,Data Analytics Manager,"Saggezza
2.6","Chicago, IL",Information Technology,Chicago,Illinois
958,"AI/ML ,Data Engineer","Themesoft Inc
3.9","Chicago, IL",Information Technology,Chicago,Illinois
959,Provider Analytics Data Analyst,"VIVA USA INC
4.6","Chicago, IL",Information Technology,Chicago,Illinois
960,Chief Data Scientist,"Uptake
2.2","Chicago, IL",Information Technology,Chicago,Illinois
961,Computer Vision / Deep Learning Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
962,Associate Food Scientist - Future Opportunities Summer,"Conagra Brands
3.6","Chicago, IL",Manufacturing,Chicago,Illinois
963,Data Engineer-SQL-PLSQL-HANA,"ServiceNow, Inc.
3.7","Chicago, IL",Information Technology,Chicago,Illinois
964,Environmental Scientist/Engineer (Mid-Level),"Tetra Tech, Inc.
3.7","Chicago, IL",Business Services,Chicago,Illinois
965,"Quantitative Researcher, Commodity Options","DRW Trading Group
3.9","Chicago, IL",Finance,Chicago,Illinois
966,Data Analyst,"Fast Switch, LTD
4.3","Northbrook, IL",Information Technology,Northbrook,Illinois
967,"Associate Research Scientist (Senior Scientist)- Protein HPLC ( SEC , IEX , RP )","Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
968,Translational Scientist Liaison,"Caris Life Sciences
2.9","Chicago, IL",Business Services,Chicago,Illinois
969,Data & Analytics Consultant |,"Systems Evolution
4.6","Chicago, IL",Business Services,Chicago,Illinois
970,"Senior Scientist, Decision Sciences","Epsilon
3.4","Chicago, IL",Business Services,Chicago,Illinois
971,Business Intelligence Analyst,"PDI
3.5","Chicago, IL",-1,Chicago,Illinois
972,Pricing Strategy and Analytics Manager,"MillerCoors
3.5","Chicago, IL",Manufacturing,Chicago,Illinois
973,Data Analyst / Business Lead Generation Specialist [Part-Time],"BankFinancial
2.5","Downers Grove, IL",Finance,Downers Grove,Illinois
974,Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,"University of Illinois at Chicago
4.1","Chicago, IL",Education,Chicago,Illinois
975,Data Analyst,"Kelly Mitchell Group
3.6","Downers Grove, IL",Business Services,Downers Grove,Illinois
976,Data Analyst,"Kforce
4.1","Evanston, IL",Business Services,Evanston,Illinois
977,"Data Modeler, JLL Technologies","JLL
3.7","Chicago, IL",Real Estate,Chicago,Illinois
978,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)","EY
3.8","Chicago, IL",Accounting & Legal,Chicago,Illinois
979,Risk Analyst-Quantitative Researcher 120850,"Open Systems Technologies (NYC)
3.2","Chicago, IL",Business Services,Chicago,Illinois
980,Data Analytics Manager,"Wavicle Data
3.9","Chicago, IL",Information Technology,Chicago,Illinois
981,Data Analyst - Rush Infectious Diseases,"Rush University Medical Center
3.9","Chicago, IL",Health Care,Chicago,Illinois
982,"Senior Data Analyst, Sales","Flexport
3.5","Chicago, IL",Transportation & Logistics,Chicago,Illinois
983,Senior Big Data Engineer - QuantumBlack,"McKinsey & Company
4.4","Chicago, IL",Business Services,Chicago,Illinois
984,Data Analyst,"MRINetwork
4.0","Des Plaines, IL",-1,Des Plaines,Illinois
985,Senior Environmental Soil Scientist,"MWRD of Greater Chicago
4.1","Chicago, IL",Government,Chicago,Illinois
986,"Machine Learning Engineer Chicago, IL","STATS
2.7","Chicago, IL",Media,Chicago,Illinois
987,AI/ML Data Engineer,softsnippets,"Chicago, IL",-1,Chicago,Illinois
988,Provider Analytics Data Analyst,"CRS Group
4.7","Chicago, IL",Business Services,Chicago,Illinois
989,Data Engineer,"Signature Consultants
3.6","Chicago, IL",Business Services,Chicago,Illinois
990,"AI/ML , Data Engineer","ePromptus,Inc
3.1","Chicago, IL",Information Technology,Chicago,Illinois
991,Senior Digital Analytics Consultant,"PK
3.6","Chicago, IL",Information Technology,Chicago,Illinois
992,Senior Data Analyst,Leap,"Chicago, IL",-1,Chicago,Illinois
993,Bioinformatics Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
994,Business Intelligence Analyst,"Athletico
3.7","Oak Brook, IL",Health Care,Oak Brook,Illinois
995,Junior Imaging Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
996,Senior Data Engineer,"Centric Consulting
5.0","Chicago, IL",Business Services,Chicago,Illinois
997,Senior Google Analytics Manager,"Marcel Media
4.6","Chicago, IL",Business Services,Chicago,Illinois
998,"Medical Laboratory Scientist - Immunology/Special Chemistry, Full-time, Evenings","Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care,Chicago,Illinois
999,"Medical Laboratory Scientist - Hemostasis, Full-time, Days","Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care,Chicago,Illinois
1000,"Medical Laboratory Scientist - Immunology Special Chemistry, Full-time, Evenings","Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care,Chicago,Illinois
1001,Spark AWS Data Engineer,"Keylent
3.1","Chicago, IL",-1,Chicago,Illinois
1002,Python Data Engineer Trading,Paul May & Associates,"Chicago, IL",-1,Chicago,Illinois
1003,Informatica Data Modeler,"Avanciers
3.9","Chicago, IL",Information Technology,Chicago,Illinois
1004,Data Analyst (MPI),"Metropolitan Family Services
3.2","Chicago, IL",Business Services,Chicago,Illinois
1005,Data and Software Engineer,"Kershner Trading Group
3.2","Chicago, IL",Finance,Chicago,Illinois
1006,"Product Manager, Panel Data Science","360pi
4.2","Chicago, IL",Information Technology,Chicago,Illinois
1007,Senior Manager- Data science/Operations research- Analytics & AI,"Trianz
3.6","Chicago, IL",Information Technology,Chicago,Illinois
1008,Part Time Data Science Instructor (Data Science Bootcamp) - Promotable,1871 Member Companies,"Chicago, IL",-1,Chicago,Illinois
1009,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),"BMO Financial Group
3.7","Chicago, IL",Finance,Chicago,Illinois
1010,Data Production Analyst,"NJF Global Holdings
4.2","Chicago, IL",Business Services,Chicago,Illinois
1011,Senior Data Analyst,"Epiq Systems
3.6","Chicago, IL",Accounting & Legal,Chicago,Illinois
1012,Data Architect,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
1013,Supervisory Research Health Scientist,"Veterans Affairs, Veterans Health Administration
3.4","Hines, IL",Government,Hines,Illinois
1014,"Sr. Data Analyst - Analytics, Marketing, CPG","Jobot
4.9","Chicago, IL",Business Services,Chicago,Illinois
1015,"Data Engineer _ Chicago, IL || 06+ Months Contract","Avtech solutions
2.9","Chicago, IL",-1,Chicago,Illinois
1016,Senior Environmental Research Scientist,"MWRD of Greater Chicago
4.1","Chicago, IL",Government,Chicago,Illinois
1017,Cloud/Big Data Engineer,"Edgilent Corp.
3.9","Chicago, IL",Information Technology,Chicago,Illinois
1018,"Senior Scientist-Impact Forecasting-Wild Fire (Chicago, IL)","Aon
3.5","Chicago, IL",Insurance,Chicago,Illinois
1019,Big Data Engineer,"Collabera
4.1","Chicago, IL",Information Technology,Chicago,Illinois
1020,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",Ernst & Young LLP,"Chicago, IL",-1,Chicago,Illinois
1021,Data Engineer,PatientIQ,"Chicago, IL",-1,Chicago,Illinois
1022,Junior Imaging Scientist,"Tempus
3.3","Chicago, IL",Finance,Chicago,Illinois
1023,Clinical Lab Scientist/MT I,"OSF Healthcare System
3.9","Evergreen Park, IL",Health Care,Evergreen Park,Illinois
1024,Associate Research Scientist Behavioral Science,Ipsos North America,"Chicago, IL",-1,Chicago,Illinois
1025,Data Analyst,"Stampede Meat, Inc.
3.3","Bridgeview, IL",Manufacturing,Bridgeview,Illinois
1026,Data Science Developer,"Infinity Consulting Solutions
3.4","Westmont, IL",Business Services,Westmont,Illinois
1027,Data Engineer (Snowflake Production),"Infoway Software
2.4","Chicago, IL",Information Technology,Chicago,Illinois
1028,Big Data Consultant,"TECHNOCRAFT Solutions
3.4","Chicago, IL",Business Services,Chicago,Illinois
1029,Lead Data Analyst,"Centene Corporation
3.3","Chicago, IL",Insurance,Chicago,Illinois
1030,BI Data Analyst,"The Accuro Group
3.0","Chicago, IL",Business Services,Chicago,Illinois
1031,Data Engineer,"Informatic Technologies Inc
5.0","Chicago, IL",-1,Chicago,Illinois
1032,Data Engineer,"CultureFit Technology Staffing
5.0","Chicago, IL",Business Services,Chicago,Illinois
1033,Marketing Data Analyst - CPG,"Foresight ROI
5.0","Chicago, IL",Business Services,Chicago,Illinois
1034,Data Engineer,"PDI Software
3.2","Chicago, IL",Information Technology,Chicago,Illinois
1035,"Senior Quantitative Researcher, Strategy Developer, Buy-Side","Parallel Partners
1.0","Chicago, IL",Real Estate,Chicago,Illinois
1036,Business Analyst / Data Analyst,"WIN Home Inspection
3.9","Chicago, IL","Construction, Repair & Maintenance",Chicago,Illinois
1037,"AI/ML - Data Engineer - Chicago, IL","PRIMUS Global Services, Inc
3.7","Chicago, IL",Business Services,Chicago,Illinois
1038,Publicis Media - Senior Data Consultant (m/f/d) - Düsseldorf,"Publicis Groupe
3.4","Chicago, IL",Business Services,Chicago,Illinois
1039,Hiring=========Data Engineer ======,"Avtech solutions
2.9","Chicago, IL",-1,Chicago,Illinois
1040,IT Data Engineer with Data Catalog,"RiverPoint
3.8","Chicago, IL",Accounting & Legal,Chicago,Illinois
1041,"Director of Data Science, Safe Haven","LiveRamp
4.6","Chicago, IL",Information Technology,Chicago,Illinois
1042,Translational Bioinformatics Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,Chicago,Illinois
1043,Data Engineer,"SIMPLIFIED IT SOLUTIONS Inc
5.0","Chicago, IL",Information Technology,Chicago,Illinois
1044,Big Data Engineer,"Edgilent Corp.
3.9","Chicago, IL",Information Technology,Chicago,Illinois
1045,JPSC-5704 - Data Analyst,"Avani Technology Solutions
4.5","Chicago, IL",Information Technology,Chicago,Illinois
1046,C++ Quantitative Researcher - R,Next Step Systems,"Chicago, IL",-1,Chicago,Illinois
1047,Senior Data Analyst,"HIMSS
2.9","Chicago, IL",Health Care,Chicago,Illinois
1048,Data Engineer,"PDI
3.5","Chicago, IL",-1,Chicago,Illinois
1049,Sr. Data Scientist/AI Scientist,"STATS PERFORM
2.7","Chicago, IL",Media,Chicago,Illinois
1050,Data Engineer,Insight UK,"Chicago, IL",-1,Chicago,Illinois
1051,Senior Data Analyst,"Chicago Public Schools
3.5","Chicago, IL",Education,Chicago,Illinois
1052,Lead Data Analyst,"IlliniCare Health Plan
2.2","Chicago, IL",-1,Chicago,Illinois
1053,Power BI Data Engineer,"Baker Tilly Virchow Krause, LLP","Chicago, IL",-1,Chicago,Illinois
1054,Valuation & Business Analytics Manager,"BDO USA
3.7","Chicago, IL",Accounting & Legal,Chicago,Illinois
1055,Quantitative Research Scientist,"Quantlab
3.7","Houston, TX",Finance,Houston,Texas
1056,Data Scientist- Machine Learning Software Engineer,"Halliburton
3.5","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1057,Associate Data Scientist,"Sysco
3.3","Houston, TX",Business Services,Houston,Texas
1058,Data Scientist,"Competentia Holding
4.9","Houston, TX",-1,Houston,Texas
1059,Future Opportunity-Azure Data Engineer,"AVANADE
3.9","Houston, TX",Information Technology,Houston,Texas
1060,Data Scientist,"Aramco Services Company
2.2","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1061,Data Scientist - Nationwide Opportunities,"Amazon
3.9","Houston, TX",Information Technology,Houston,Texas
1062,Data Scientist,CGG Veritas,"Houston, TX",-1,Houston,Texas
1063,Federal - Data Scientist,"Solekai Systems Corp
4.2","Houston, TX",Information Technology,Houston,Texas
1064,Data Scientist,"National Oilwell Varco
3.4","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1065,Data Scientist,"Sercel
3.4","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1066,Data Scientist,"CGG
3.7","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1067,Data Scientist,HCC Life Insurance,"Houston, TX",-1,Houston,Texas
1068,Data Scientist - Relocate to Washington D.C.,"CIA
3.8","Houston, TX",Government,Houston,Texas
1069,Data Scientist,"Sysco
3.3","Houston, TX",Business Services,Houston,Texas
1070,Data Engineer,"Alphascript Pharmacy
3.2","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1071,Data Analyst,"N.F. Smith & Associates
4.1","Houston, TX",Business Services,Houston,Texas
1072,Data Scientist,"Tokio Marine HCC
3.4","Houston, TX",Insurance,Houston,Texas
1073,Senior Data Scientist,"Competentia Holding
4.9","Houston, TX",-1,Houston,Texas
1074,Data Scientist,"Infotree Service Inc
3.7","Houston, TX",Business Services,Houston,Texas
1075,Research Scientist,"Dascena
4.0","Houston, TX",Information Technology,Houston,Texas
1076,Data Scientist,"RiceTec
2.9","Alvin, TX",Manufacturing,Alvin,Texas
1077,Quantitative Analyst,"Numeric, LLC
3.2","Houston, TX",Business Services,Houston,Texas
1078,Data Scientist,GradTests (gradtests.com),"Houston, TX",-1,Houston,Texas
1079,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Houston, TX",Government,Houston,Texas
1080,Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Houston, TX",Information Technology,Houston,Texas
1081,Research Scientist - Data Science (Earth & Atmospheric Sciences),"University of Houston
4.4","Houston, TX",Education,Houston,Texas
1082,Pipeline Integrity - Data Scientist,"Kinder Morgan
3.4","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1083,Data Visualization and Analytics Consultant,"Slalom LLC.
4.1","Houston, TX",Business Services,Houston,Texas
1084,Data Engineer,"Trace3
3.3","Houston, TX",Information Technology,Houston,Texas
1085,Staff Scientist,"Baylor College of Medicine
3.6","Houston, TX",Education,Houston,Texas
1086,Full Stack Data Scientist Intern - Fall 2020 / Spring,"KPISOFT
3.1","Houston, TX",Information Technology,Houston,Texas
1087,Data Engineer,"Slalom
4.1","Houston, TX",Business Services,Houston,Texas
1088,Data Scientist,"Techwave Consulting Inc.
3.9","Houston, TX",Information Technology,Houston,Texas
1089,Senior Data Scientist,"Sense Corp
3.8","Houston, TX",Accounting & Legal,Houston,Texas
1090,Physical Scientist,"US Department of Energy
3.6","Houston, TX",Government,Houston,Texas
1091,Data Analyst,"Smith and Associates
3.0","Houston, TX",Accounting & Legal,Houston,Texas
1092,Data Analyst,"cPanel
3.9","Houston, TX",Information Technology,Houston,Texas
1093,Data Scientist (Research & Development),"OraSure Technologies, Inc.
3.2","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1094,Pipeline Integrity – Data Scientist,"Kinder Morgan
3.4","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1095,Full Stack Data Scientist Intern - Fall,"KPISOFT
3.1","Houston, TX",Information Technology,Houston,Texas
1096,Principal Data Scientist,"Invesco
3.6","Houston, TX",Finance,Houston,Texas
1097,Data Analyst,"Andiamo
3.5","Houston, TX","Restaurants, Bars & Food Services",Houston,Texas
1098,Data Analyst - 20,"Genesys Talent
4.8","Houston, TX",Business Services,Houston,Texas
1099,Data Scientist,"Pro Lancer
5.0","Houston, TX",-1,Houston,Texas
1100,Data Analyst,"Pareto Systems
4.3","Stafford, TX",Information Technology,Stafford,Texas
1101,Data Analyst I,"Virtus Partners
2.8","Houston, TX",Finance,Houston,Texas
1102,Data Analyst,"Horne LLP
3.1","Houston, TX",Accounting & Legal,Houston,Texas
1103,Machine Learning Engineer,Microagility,"Houston, TX",Business Services,Houston,Texas
1104,Research Scientist,Cyentech,"Houston, TX",-1,Houston,Texas
1105,Data Analyst,H-GAC,"Houston, TX",-1,Houston,Texas
1106,Data Engineer,"TelligenTech, Inc
2.5","Houston, TX",-1,Houston,Texas
1107,Principal Data Scientist- Public Sector,"IBM
3.7","Houston, TX",Information Technology,Houston,Texas
1108,Sr. Data Scientist,"LyondellBasell
3.7","Houston, TX",Manufacturing,Houston,Texas
1109,Data Engineer,"Sense Corp
3.8","Houston, TX",Accounting & Legal,Houston,Texas
1110,Data Analyst,"Houston-Galveston Area Council
2.5","Houston, TX",Government,Houston,Texas
1111,Principal Data Scientist,"Crown Castle
3.6","Houston, TX",Telecommunications,Houston,Texas
1112,Environmental Data Analyst - Disaster Recovery,"ICF
3.5","Houston, TX",Business Services,Houston,Texas
1113,Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","Houston, TX",Information Technology,Houston,Texas
1114,Compensation & HR Data Analyst,"Avetta, LLC
3.9","Houston, TX",Information Technology,Houston,Texas
1115,DATA SCIENCE CONSULTANT,"Management Solutions
3.4","Houston, TX",Business Services,Houston,Texas
1116,Data Analyst,Houston Exponential,"Houston, TX",-1,Houston,Texas
1117,Data Engineer,April Health,"Houston, TX",Health Care,Houston,Texas
1118,Data Engineer,"Competentia Holding
4.9","Houston, TX",-1,Houston,Texas
1119,Data Analyst,"McLane Global
4.0","Houston, TX",Business Services,Houston,Texas
1120,Data Analyst II,"Competentia Holding
4.9","Houston, TX",-1,Houston,Texas
1121,Senior Data Scientist - Nationwide Opportunities,"Amazon
3.9","Houston, TX",Information Technology,Houston,Texas
1122,Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","Houston, TX",Information Technology,Houston,Texas
1123,Data Modeler/Data Analyst,"Simplex info systems Inc,
4.2","Houston, TX",Information Technology,Houston,Texas
1124,Data Engineer,Walker Elliott,"Houston, TX",-1,Houston,Texas
1125,Data Modeler,"Excite Health Partners
3.8","Houston, TX",Business Services,Houston,Texas
1126,Microsoft Analytics Consultant,"IBM
3.7","Houston, TX",Information Technology,Houston,Texas
1127,"Data Analyst (LiDar, Ortho/Imagery)","GeoDigital
2.4","Houston, TX",Information Technology,Houston,Texas
1128,Data Engineer,"Irvine Technology Corporation
4.0","Houston, TX",Business Services,Houston,Texas
1129,Data Analyst(only W2),Clearwing Consulting,"Houston, TX",-1,Houston,Texas
1130,"Senior Scientist, BioAssay Services","Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1131,"Data Analyst, Reporting","Harris County
3.2","Houston, TX",Health Care,Houston,Texas
1132,Business Intelligence Analyst,"GoExpedi
3.2","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1133,Web Analytics Consultant,"S & R Professionals
3.6","Houston, TX",Information Technology,Houston,Texas
1134,Operations Data Analyst,"HealthHelp
2.5","Houston, TX",Health Care,Houston,Texas
1135,Lead Quality Data Analyst,"Harris Health System
3.2","Houston, TX",Health Care,Houston,Texas
1136,Sr Scientist - Research & Advanced Development,"Natus Medical
2.8","Houston, TX",Manufacturing,Houston,Texas
1137,Data Analyst,"Staffigo Technical Services, LLC
5.0","Houston, TX",Information Technology,Houston,Texas
1138,Environmental Scientist 7,"CDM Smith
3.9","Houston, TX",Business Services,Houston,Texas
1139,Staff Environmental Scientist New,"Golder
3.3","Houston, TX",Business Services,Houston,Texas
1140,Data Modeler,"Tek Leaders
3.5","Houston, TX",Information Technology,Houston,Texas
1141,Data Engineer,"Wise Men Consultants
3.2","Houston, TX",Information Technology,Houston,Texas
1142,Data Modeler,"ESolutions Inc
4.0","Houston, TX",Information Technology,Houston,Texas
1143,Data Analyst (only W2),Doelsoft,"Houston, TX",-1,Houston,Texas
1144,Assistant Scientist,"CooperSurgical
2.7","Houston, TX",Manufacturing,Houston,Texas
1145,Experiment Support Scientist,"Leidos
3.5","Houston, TX",Aerospace & Defense,Houston,Texas
1146,SR Data Scientist,"AspenTech
3.0","Houston, TX",Information Technology,Houston,Texas
1147,Data Science Architect,"Onica, a Rackspace Company
4.3","Houston, TX",Information Technology,Houston,Texas
1148,Microsoft Dynamics CRM Data Analyst,"IBM
3.7","Houston, TX",Information Technology,Houston,Texas
1149,Operations Research Scientist,"Koch Industries
3.6","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1150,Financial Data Analyst,"Luminess Cosmetics
2.7","Stafford, TX",Manufacturing,Stafford,Texas
1151,Aircraft Data Analyst,"ForeFlight
3.3","Houston, TX",-1,Houston,Texas
1152,MDM Data Analyst,"Arthur Lawrence
4.1","Houston, TX",Business Services,Houston,Texas
1153,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,"Maine Pointe
4.5","Houston, TX",Business Services,Houston,Texas
1154,Data Engineer,"JPMorgan Chase & Co.
3.9","Houston, TX",Finance,Houston,Texas
1155,Performance Data Analyst,"Randstad
3.6","Houston, TX",Business Services,Houston,Texas
1156,Sr. Machine Learning Engineer,"Mondo
3.8","Houston, TX",Business Services,Houston,Texas
1157,XYZ Data Analyst,"Rosen
3.6","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1158,Medical Laboratory Scientist - Blood Bank,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1159,Data Analyst Manager,"Andiamo
3.5","Houston, TX","Restaurants, Bars & Food Services",Houston,Texas
1160,Data and Analytics Manager,K.A.T.N d/b/a Texas Tool Belt,"Houston, TX",-1,Houston,Texas
1161,Data Analyst & Healthcare Analytics,"Kelsey-Seybold Medical Group
3.6","Pearland, TX",Health Care,Pearland,Texas
1162,Product and Data Analyst,Entera,"Houston, TX",Real Estate,Houston,Texas
1163,Data Modeler,"Competentia Holding
4.9","Houston, TX",-1,Houston,Texas
1164,Research and Development Bioprocessing Scientist (Upstream),"Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1165,Analytics Consultant,"Epiq
3.6","Houston, TX",Accounting & Legal,Houston,Texas
1166,Data Modeler ( SAAS ),"Technet, LLC
4.6","Houston, TX",Business Services,Houston,Texas
1167,Bioinformatics Scientist,"CooperSurgical
2.7","Houston, TX",Manufacturing,Houston,Texas
1168,Business Intelligence Analyst,"EAG Services
4.6","Houston, TX",Business Services,Houston,Texas
1169,Data Engineer - Business Intelligence,"alliantgroup, LP
3.4","Houston, TX",Business Services,Houston,Texas
1170,Research Scientist - IMM,"UTHealth Houston
4.0","Houston, TX",Education,Houston,Texas
1171,Environmental Scientist,"Raba-Kistner
4.2","Houston, TX","Construction, Repair & Maintenance",Houston,Texas
1172,Senior Analytical Scientist,"Ascend Performance Materials
3.4","Houston, TX",Manufacturing,Houston,Texas
1173,Environmental Scientist/Geologist,"Tetra Tech, Inc.
3.7","Houston, TX",Business Services,Houston,Texas
1174,Data Analyst II,"Virtus Partners
2.8","Houston, TX",Finance,Houston,Texas
1175,Scientist - Combustion,PAC,"Houston, TX",-1,Houston,Texas
1176,Senior Data Scientist with Extensive Industrial Experience,"Ayata
2.4","Houston, TX",Accounting & Legal,Houston,Texas
1177,Data Engineer,GradTests (gradtests.com.au),"Houston, TX",-1,Houston,Texas
1178,Network Data consultant,"Themesoft Inc
3.9","Houston, TX",Information Technology,Houston,Texas
1179,Data Modeler - Contract / Full Time,"Photon Infotech
3.0","Houston, TX",Information Technology,Houston,Texas
1180,Lead Business Intelligence Analyst,"U.S. & Texas LawShield
2.9","Houston, TX",-1,Houston,Texas
1181,Data Analyst MDM,"Encore Consulting Services
1.0","Houston, TX",-1,Houston,Texas
1182,Senior Scientist (Process Development Downstream),"Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1183,Senior Manager- Data science/Operations research- Analytics & AI,"Trianz
3.6","Houston, TX",Information Technology,Houston,Texas
1184,PySpark Developer/Data Engineer,"HashMap*
2.7","Houston, TX",-1,Houston,Texas
