,Job Title,Company Name,Location,Sector,City,State
3182,Data Analyst,"Wider Circle
2.4","Redwood City, CA",Consumer Services,Redwood City, California
3183,Data Analyst,"Iconma, L.L.C.
3.6","Sunnyvale, CA",Business Services,Sunnyvale, California
3184,Senior Data Engineer - Core Data Science & Engineering,"Netflix, Inc.
4.0","Los Gatos, CA",Information Technology,Los Gatos, California
3185,Data Engineer,"Nextgen Technologies
4.2","San Jose, CA",Information Technology,San Jose, California
3186,Data Engineer,"PayPal
3.9","San Jose, CA",Information Technology,San Jose, California
3187,Senior Data Scientist - Business Growth,"JD.com
3.6","Mountain View, CA",Retail,Mountain View, California
3188,Principal Data Engineer,"eHealth
3.8","Santa Clara, CA",Insurance,Santa Clara, California
3189,"Data Scientist, Product Analytics - Spark AR","Facebook
4.5","Menlo Park, CA",Information Technology,Menlo Park, California
3190,"Data Engineer, Apple Media Products","Apple
4.1","Santa Clara, CA",Information Technology,Santa Clara, California
3191,Data Analyst,"Artech LLC
3.9","Sunnyvale, CA",Business Services,Sunnyvale, California
3192,"Senior Deep Learning Data Scientist, RAPIDS - AI","NVIDIA
4.6","Santa Clara, CA",Information Technology,Santa Clara, California
3193,Data Analytics/ Data scientist,"Sharpedge Solutions Inc
4.7","Menlo Park, CA",Media,Menlo Park, California
3194,Data Scientist - Payment,DiDi Labs,"Mountain View, CA",-1,Mountain View, California
3195,Data Engineer 3,"PayPal
3.9","San Jose, CA",Information Technology,San Jose, California
3196,Data Engineer,"Diverse Lynx
3.9","San Jose, CA",Information Technology,San Jose, California
3197,Business Intelligence Analyst,"PayPal
3.9","San Jose, CA",Information Technology,San Jose, California
3198,Data Engineer,"ServiceNow
3.7","Santa Clara, CA",Information Technology,Santa Clara, California
3199,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk","Apple
4.1","Santa Clara, CA",Information Technology,Santa Clara, California
3200,Data Engineer,"Sonus Software Solutions Inc.
3.0","Sunnyvale, CA",-1,Sunnyvale, California
3201,"Manager, Data Science - Growth Machine Learning","Livongo
4.6","Mountain View, CA",Health Care,Mountain View, California
3202,Principal Data Scientist - 70445BR,"Aetna
3.3","Cupertino, CA",Insurance,Cupertino, California
3203,Sr Medical Data Scientist,"Amazon
3.9","Sunnyvale, CA",Information Technology,Sunnyvale, California
3204,"Data Scientist, Applied Machine Learning - Bay Area","Tempus Labs
3.2","Redwood City, CA",Biotech & Pharmaceuticals,Redwood City, California
3205,Data Analyst,"Robert Half
3.5","Sunnyvale, CA",Business Services,Sunnyvale, California
3206,"Data Engineer, Machine Learning","Cadence Design Systems
4.1","San Jose, CA",Information Technology,San Jose, California
3207,Video Coding & Machine Learning Engineer,"Apple
4.1","Santa Clara, CA",Information Technology,Santa Clara, California
3208,Senior Director of Data Science,"Bigfoot Biomedical
4.1","Milpitas, CA",Health Care,Milpitas, California
3209,Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","San Jose, CA",Information Technology,San Jose, California
3210,Data Scientist (Engineering),"Zynga
4.1","Austin, TX",Media,Austin,Texas
3211,Data Scientist,"Dun & Bradstreet
3.1","Austin, TX",Information Technology,Austin,Texas
3212,Data Analyst,"AlertMedia
5.0","Austin, TX",Information Technology,Austin,Texas
3213,Data Engineer,"Balyasny Asset Management
3.9","Austin, TX",Finance,Austin,Texas
3214,Data scientist,"Mott MacDonald
3.7","Austin, TX",Business Services,Austin,Texas
3215,"Data Scientist, Product Analytics","Facebook
4.5","Austin, TX",Information Technology,Austin,Texas
3216,"Data Scientist Consultant, Cloud Support Data and Analytics","Google
4.4","Austin, TX",Information Technology,Austin,Texas
3217,Data Scientist - Analytics,"The Zebra
3.9","Austin, TX",Insurance,Austin,Texas
3218,Data Scientist,"Jabil Circuit
3.7","Austin, TX",Manufacturing,Austin,Texas
3219,Associate Data Engineer,"SciPlay
4.5","Austin, TX",Media,Austin,Texas
3220,Data Scientist (Marketing Analytics),"Whole Foods Market
3.6","Austin, TX",Retail,Austin,Texas
3221,Data Scientist - Strategic Data Solutions,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3222,Data Scientist,"eBay
3.6","Austin, TX",Information Technology,Austin,Texas
3223,Data Scientist,"CloudFlare
3.7","Austin, TX",Information Technology,Austin,Texas
3224,Data Scientist - Nationwide Opportunities,"Amazon
3.9","Austin, TX",Information Technology,Austin,Texas
3225,Remote Sensing Data Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3226,Lead Data Scientist,"Zynga
4.1","Austin, TX",Media,Austin,Texas
3227,Data Scientist (remote),"Thrivent
3.3","Austin, TX",Insurance,Austin,Texas
3228,Federal - Data Scientist,"Solekai Systems Corp
4.2","Austin, TX",Information Technology,Austin,Texas
3229,Data Scientist,"CACI International
3.6","Austin, TX",Aerospace & Defense,Austin,Texas
3230,"Data Scientist, Ad Platforms/Data Insights","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3231,Business Intelligence Analyst II (6 Month Contract),"Electronic Arts
3.9","Austin, TX",Media,Austin,Texas
3232,Data Scientist,GradTests (gradtests.com),"Austin, TX",-1,Austin,Texas
3233,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Austin, TX",Government,Austin,Texas
3234,Junior Data Engineer,"Applied Information Sciences
4.5","Austin, TX",Information Technology,Austin,Texas
3235,Senior Data & Applied Scientist,"Microsoft
4.3","Austin, TX",Information Technology,Austin,Texas
3236,"Recruiting Manager, Data Science","Facebook
4.5","Austin, TX",Information Technology,Austin,Texas
3237,Data Analyst I,"Texas Health & Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3238,Data Scientist,"Federal Data Systems
3.1","Austin, TX",Information Technology,Austin,Texas
3239,Data Analyst,"Indeed
3.7","Austin, TX",Information Technology,Austin,Texas
3240,Data Scientist,"NGENERA CORPORATION
2.2","Austin, TX",Information Technology,Austin,Texas
3241,Data Analyst,"Zynga
4.1","Austin, TX",Media,Austin,Texas
3242,Data Scientist,SubjectWell,"Austin, TX",-1,Austin,Texas
3243,Machine Learning Scientist,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3244,Data Scientist,"Horne LLP
3.1","Austin, TX",Accounting & Legal,Austin,Texas
3245,Healthcare Data Analyst - Remote,"Allscripts
3.3","Austin, TX",Information Technology,Austin,Texas
3246,"Architect, Data Intelligence","Blackbaud
3.6","Austin, TX",Information Technology,Austin,Texas
3247,Machine Learning Engineer,"PayPal
3.9","Austin, TX",Information Technology,Austin,Texas
3248,Data Science Engineer,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3249,Senior Data Scientist,"Hotels.com
3.6","Austin, TX",Information Technology,Austin,Texas
3250,Machine Learning Engineer,"Enview
5.0","Austin, TX",Information Technology,Austin,Texas
3251,"Data Analyst, Trust & Safety","TaskRabbit
4.1","Austin, TX",Information Technology,Austin,Texas
3252,Staff Big Data Engineer,"Integral Ad Science
3.5","Austin, TX",Information Technology,Austin,Texas
3253,Data Analyst,"Horne LLP
3.1","Austin, TX",Accounting & Legal,Austin,Texas
3254,"Senior Data Scientist, Ad Platforms","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3255,Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Austin, TX",Information Technology,Austin,Texas
3256,Lead Data Scientist,"Clockwork Solutions
3.8","Austin, TX",Information Technology,Austin,Texas
3257,Data Analyst,"Texas Health & Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3258,Applied Machine Learning Scientist,"CognitiveScale
2.6","Austin, TX",Information Technology,Austin,Texas
3259,Data Scientist (ML and Image Processing),"Signature Science
3.1","Austin, TX",Business Services,Austin,Texas
3260,Data Analyst,"CYNET SYSTEMS
4.0","Austin, TX",Information Technology,Austin,Texas
3261,Junior Data Analyst,"Assembly
4.4","Austin, TX",Business Services,Austin,Texas
3262,Quantitative Researcher,"DRW Trading Group
3.9","Austin, TX",Finance,Austin,Texas
3263,Remote Sensing Data Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3264,Senior Data Scientist,"Sense Corp
3.8","Austin, TX",Accounting & Legal,Austin,Texas
3265,Lead Data Scientist – Secret Clearance Required,"Deloitte
3.9","Austin, TX",Accounting & Legal,Austin,Texas
3266,Data Engineer,"RunTitle
4.2","Austin, TX","Oil, Gas, Energy & Utilities",Austin,Texas
3267,AppleCare Business Insight Data Scientist,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3268,Business Data Analyst,"Pushnami
4.6","Austin, TX",Business Services,Austin,Texas
3269,Principal Data Scientist,"Clockwork Solutions
3.8","Austin, TX",Information Technology,Austin,Texas
3270,Remote Senior Data Scientist (Healthcare / Claims Data),"CyberCoders
4.2","Austin, TX",Business Services,Austin,Texas
3271,"Search Data Scientist, Apple Media Products","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3272,Data Analyst,"NxStage
3.5","Austin, TX",Manufacturing,Austin,Texas
3273,Cybersecurity Data Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3274,Research Engineering/ Scientist Assistant,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3275,"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3276,Data Engineer,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3277,Principal Data Scientist- Public Sector,"IBM
3.7","Austin, TX",Information Technology,Austin,Texas
3278,"Principal Data Scientist-Developer Experience (SDK, CLI, Developer Services (Join OCI-SDE)","Oracle
3.6","Austin, TX",Information Technology,Austin,Texas
3279,EDI Data Analyst,"KGS
4.7","Austin, TX",Finance,Austin,Texas
3280,"Content Data Scientist, Apple Media Products Data Science","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3281,Junior Data Analyst,"Assembly
2.7","Austin, TX",Business Services,Austin,Texas
3282,Junior Data Analyst,"Texas Health & Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3283,Artificial Intelligence Research Scientist,"Cubic
3.3","Austin, TX",Aerospace & Defense,Austin,Texas
3284,Data Analyst,"Fresenius Medical Care
3.2","Austin, TX",Manufacturing,Austin,Texas
3285,Unpaid Internship for Data Driven Sports Consulting Position,"EDGE10 Group
3.7","Austin, TX",Information Technology,Austin,Texas
3286,Data Crawler Engineer,BuildGroup Data Services,"Austin, TX",-1,Austin,Texas
3287,Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","Austin, TX",Information Technology,Austin,Texas
3288,"Lead Data Engineer (St. Louis, Austin or Toronto)","Mastercard
4.1","Austin, TX",Finance,Austin,Texas
3289,Business Intelligence Analyst,Simplex,"Austin, TX",Business Services,Austin,Texas
3290,Dell Data Scientist/AI developer,"APN Software Services Inc.
4.1","Austin, TX",Information Technology,Austin,Texas
3291,Big Data Engineer,"SpringML
4.5","Austin, TX",Information Technology,Austin,Texas
3292,Data Science Architect,"Onica, a Rackspace Company
4.3","Austin, TX",Information Technology,Austin,Texas
3293,Data Analyst,"Central Health
3.6","Austin, TX",Health Care,Austin,Texas
3294,Data Analyst,"Lightspeed Systems
4.3","Austin, TX",Information Technology,Austin,Texas
3295,Data Scientist - Domain Intelligence & Client Security,"CloudFlare
3.7","Austin, TX",Information Technology,Austin,Texas
3296,Data Analyst (Remote),"Cypress HCM
4.9","Austin, TX",Business Services,Austin,Texas
3297,Data Engineer,"Sense Corp
3.8","Austin, TX",Accounting & Legal,Austin,Texas
3298,Geospatial Software Developer and Data Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3299,Data Scientist - Data Intelligence Engineer,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology,Round Rock,Texas
3300,Data Science Resident - Galvanize Data Science Immersive Grads Only,"Galvanize
3.9","Austin, TX",Education,Austin,Texas
3301,Spice Modeling Engineer,"Cirrus Logic
4.3","Austin, TX",Manufacturing,Austin,Texas
3302,Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology,Austin,Texas
3303,Machine Learning Engineer (Imaging),"Samsung Electronics
3.6","Austin, TX",Information Technology,Austin,Texas
3304,"Data Analyst, Lead","Booz Allen Hamilton Inc.
3.8","Austin, TX",Business Services,Austin,Texas
3305,Learning and Development Business Intelligence Analyst,"Rose International
4.5","Austin, TX",Business Services,Austin,Texas
3306,Data Engineer,"SADA
4.7","Austin, TX",Information Technology,Austin,Texas
3307,Strategic Data Analyst III - Strategic Planning Divsion,"TxDOT
3.9","Austin, TX",Government,Austin,Texas
3308,Geospatial Software Developer and Data Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3309,Senior Data Scientist,"Ultra Electronics, Advanced Tactical Systems
3.4","Austin, TX",Aerospace & Defense,Austin,Texas
3310,Junior Data Analyst,"Santanna Energy Services
2.6","Austin, TX","Oil, Gas, Energy & Utilities",Austin,Texas
3311,DATA ENGINEER,"Clinicient
2.9","Austin, TX",Information Technology,Austin,Texas
3312,Data Engineer,"Pilytix, LLC
3.8","Austin, TX",-1,Austin,Texas
3313,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3314,Data Analyst - People Analytics,"OnlineMedEd
4.7","Austin, TX",Education,Austin,Texas
3315,Data Analyst,"Robert Half
3.5","Austin, TX",Business Services,Austin,Texas
3316,Data Engineer,"Atos Syntel Inc.
3.5","Austin, TX",Information Technology,Austin,Texas
3317,Data Engineer II - ETL Engineer - Spectrum Enterprise,"Spectrum
2.9","Austin, TX",Telecommunications,Austin,Texas
3318,Machine Learning Engineer - Online Retail Analytics,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3319,Junior Data Engineer,"ISHPI Information Technologies
3.5","Austin, TX",Information Technology,Austin,Texas
3320,Senior Data Scientist,ARDOR IT SOLUTIONS,"Austin, TX",Information Technology,Austin,Texas
3321,Live Operations Data Analyst,"Wargaming
3.8","Austin, TX",Media,Austin,Texas
3322,Associate Data Engineer,"Scientific Games
3.2","Austin, TX",Information Technology,Austin,Texas
3323,CPU Performance –Sr Principal Modeling Engineer,"Arm
4.2","Austin, TX",Information Technology,Austin,Texas
3324,Analytical Consultant,"SAS
4.3","Austin, TX",Information Technology,Austin,Texas
3325,Product Manager - Data Science,"The Zebra
3.9","Austin, TX",Insurance,Austin,Texas
3326,Data Analyst,Cyclex Systems,"Austin, TX",-1,Austin,Texas
3327,Data Engineer,"Phunware, Inc
3.2","Austin, TX",Information Technology,Austin,Texas
3328,Senior Data Scientist - Nationwide Opportunities,"Amazon
3.9","Austin, TX",Information Technology,Austin,Texas
3329,Microsoft Analytics Consultant,"IBM
3.7","Austin, TX",Information Technology,Austin,Texas
3330,Research Scientist,Newormics LLC,"Austin, TX",-1,Austin,Texas
3331,Technical Data Analyst,"Allegan General Hospital
3.7","Austin, TX",-1,Austin,Texas
3332,"Manager, Data Science","Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3333,Data Science Engineer,OneModel,"Austin, TX",-1,Austin,Texas
3334,Medical Lab Scientist (MLS) Evenings,"Ascension
3.3","Austin, TX",Health Care,Austin,Texas
3335,Quantum Data Scientist- Industial Process Sector (Multiple Cities),"IBM Corporation
3.7","Austin, TX",Information Technology,Austin,Texas
3336,Machine Learning Engineer (Imaging),"Samsung Electronics America Inc
2.9","Austin, TX",Information Technology,Austin,Texas
3337,Lead Data Analyst,"LawnStarter
3.9","Austin, TX",Information Technology,Austin,Texas
3338,Data Science Architect,Nomi Health,"Austin, TX",-1,Austin,Texas
3339,Graphics (GPU) Performance Modeling Engineer,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3340,Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","Austin, TX",Information Technology,Austin,Texas
3341,Data Engineer,"Amazon
3.9","Austin, TX",Information Technology,Austin,Texas
3342,Enterprise Cloud Data Architect,"22nd Century Technologies
3.7","Austin, TX",Information Technology,Austin,Texas
3343,Software Engineer - Data Team,"The Zebra
3.9","Austin, TX",Insurance,Austin,Texas
3344,Microsoft Dynamics CRM Data Analyst,"IBM
3.7","Austin, TX",Information Technology,Austin,Texas
3345,Splunk Data Analyst,"BayOne Solutions
4.1","Austin, TX",Information Technology,Austin,Texas
3346,Data Engineer,"Tachyon Technologies
4.4","Austin, TX",Information Technology,Austin,Texas
3347,Marketing Data Analyst,Show Me Leads,"Austin, TX",-1,Austin,Texas
3348,Data Analyst,"Avacend, Inc.
2.5","Austin, TX",Business Services,Austin,Texas
3349,Environmental Data Analyst - Disaster Recovery,"ICF
3.5","Austin, TX",Business Services,Austin,Texas
3350,Reporting Data Architect,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3351,Senior Staff Data Engineer,"Bazaarvoice
3.7","Austin, TX",Information Technology,Austin,Texas
3352,Business Intelligence Analyst / Data Analyst,"TalentCare
4.0","Austin, TX",Health Care,Austin,Texas
3353,Data Engineer III,"Time Warner Cable
3.7","Austin, TX",Media,Austin,Texas
3354,"Data Analyst, Law Enforcement Response Team","Facebook
4.5","Austin, TX",Information Technology,Austin,Texas
3355,Data Analyst,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology,Austin,Texas
3356,Data Engineer,"Treehouse Technology Group, LLC
4.9","Austin, TX",Information Technology,Austin,Texas
3357,Business Intelligence Analyst,Inspire Recruitment Inc.,"Austin, TX",-1,Austin,Texas
3358,Data Engineer - Customer Analytics Platform,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3359,Big Data Consultant,"Sharpedge Solutions Inc
4.7","Austin, TX",Media,Austin,Texas
3360,Senior Data Scientist and Machine Learning Expert,"Ayata
2.4","Austin, TX",Accounting & Legal,Austin,Texas
3361,"Data Scientist - Big Data, ML, NLP","CyberCoders
4.2","Austin, TX",Business Services,Austin,Texas
3362,Big Data Engineer,"Onica Group
4.3","Austin, TX",Information Technology,Austin,Texas
3363,SOC Architecture Modeling Engineer,"Amazon
3.9","Austin, TX",Information Technology,Austin,Texas
3364,Data Engineer (Mid-Level),"CyberCoders
4.2","Austin, TX",Business Services,Austin,Texas
3365,Algorithm Design and Analysis Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3366,Data Engineer,"LMI
4.0","Austin, TX",Business Services,Austin,Texas
3367,Business Intelligence Analyst,"Iconma, L.L.C.
3.6","Austin, TX",Business Services,Austin,Texas
3368,Data Engineer,"Spruce Services, Inc","Austin, TX",Business Services,Austin,Texas
3369,BI Data Analyst and Specialist,Sam Bharath,"West Lake Hills, TX",-1,West Lake Hills,Texas
3370,Data Analyst III,"Wellcare
3.7","Austin, TX",Insurance,Austin,Texas
3371,Digital Analytics and Data Science Manager,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3372,Information Systems Engineering Specialist (Engineering Scientist),"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3373,"Data Engineer -- Austin, TX -- 6 Months+ Contract","Staffing Technologies
3.9","Austin, TX",Business Services,Austin,Texas
3374,Senior Claims Data Analyst,"Healthgrades
2.8","Austin, TX",Information Technology,Austin,Texas
3375,"Senior Data Scientist 8+ Yrs Experience - (Remote/WFH, India)",SIERA.AI,"Austin, TX",Information Technology,Austin,Texas
3376,"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA","FireEye Inc
3.3","Austin, TX",Information Technology,Austin,Texas
3377,Medical Lab Scientist (MLS) 2:00pm-10:30pm,"Ascension
3.3","Austin, TX",Health Care,Austin,Texas
3378,Analytical Consultant,"SAS Institute
3.8","Austin, TX",Information Technology,Austin,Texas
3379,Data Engineer,"Integrated Technology Strategies, Inc.","Austin, TX",Consumer Services,Austin,Texas
3380,"Tenured/Tenure-Track Professor, Department of Statistics & Data Sciences","University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3381,"Data Scientist Active Secret Clearance - Austin, TX","Deloitte
3.9","Austin, TX",Accounting & Legal,Austin,Texas
3382,Celonis Data Engineer & Analyst,SNIPEBRIDGE,"Austin, TX",-1,Austin,Texas
3383,Data Engineer,"EtiVenture, Inc.
4.8","Austin, TX",Business Services,Austin,Texas
3384,Data Analyst II,"Centene Corporation
3.3","Austin, TX",Insurance,Austin,Texas
3385,Electronics Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3386,Senior Data Engineer,"Uplink Talent Solutions
5.0","Austin, TX",Business Services,Austin,Texas
3387,Data Science Instructor,"General Assembly
3.7","Austin, TX",Education,Austin,Texas
3388,Senior Data Analyst,"Cloudflare
3.7","Austin, TX",Information Technology,Austin,Texas
3389,Information Systems Engineering Specialist (Engineering Scientist),"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3390,Data Analyst III,"Texas Health & Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3391,Senior Data Engineer (ATX),"Ethos
3.1","Austin, TX",Business Services,Austin,Texas
3392,Data Engineer (remote),"Thrivent
3.3","Austin, TX",Insurance,Austin,Texas
3393,Data Engineer,"Octo Consulting Group
3.9","Austin, TX",Business Services,Austin,Texas
3394,Data Engineer,"WorldQuant
4.0","Austin, TX",Finance,Austin,Texas
3395,Data Engineer (Python/C#),"Dimensional Fund Advisors
3.2","Austin, TX",Finance,Austin,Texas
3396,Data Engineer,BuildGroup Data Services,"Austin, TX",-1,Austin,Texas
3397,Senior Data Engineer,"H E B
4.3","Austin, TX",Retail,Austin,Texas
3398,Data Engineer,"OBXtek
3.4","Austin, TX",Information Technology,Austin,Texas
3399,Senior Data Analyst,"Bazaarvoice
3.7","Austin, TX",Information Technology,Austin,Texas
3400,Jr. Data Engineer,"IPT Associates
3.6","Austin, TX",Business Services,Austin,Texas
3401,Data Engineer,"InfoWay Solutions LLC
2.6","Austin, TX",Information Technology,Austin,Texas
3402,Data Engineer,"Procore Technologies
4.2","Austin, TX",Information Technology,Austin,Texas
3403,Machine Learning Engineer (Imaging),"Samsung Austin Semiconductor
2.9","Austin, TX",Manufacturing,Austin,Texas
3404,Data Engineer,"Horn Solutions Inc.
4.2","Austin, TX",Business Services,Austin,Texas
3405,Business Intelligence and Data Analyst,"Teacher Retirement System of Texas
3.9","Austin, TX",Finance,Austin,Texas
3406,Data Engineer III (E3),"Applied Materials
3.7","Austin, TX",Manufacturing,Austin,Texas
3407,Technical Data Analyst,"Ascension
3.3","Austin, TX",Health Care,Austin,Texas
3408,20-63 Flood Planning Data Analyst (Data Analyst III),"Texas Water Development Board
2.8","Austin, TX",Government,Austin,Texas
3409,Data Analyst - Public Sector,"Sense Corp
3.8","Austin, TX",Accounting & Legal,Austin,Texas
3410,Data Scientist with Security Clearance,"Federal Data Systems Inc
3.1","Austin, TX",Information Technology,Austin,Texas
3411,Data Analyst III,"Centene Corporation
3.3","Austin, TX",Insurance,Austin,Texas
3412,Data Management & Analytics - Consultant,"Guidehouse
3.4","Austin, TX",Business Services,Austin,Texas
3413,Principal Machine Learning Engineer,"ForgeRock
3.9","Austin, TX",Information Technology,Austin,Texas
3414,Data Science Resident - Galvanize Data Science Immersive Grads Only,Galvanize Inc.,"Austin, TX","Construction, Repair & Maintenance",Austin,Texas
3415,Data Analyst III,"Seven Seven Softwares
3.1","Austin, TX",Information Technology,Austin,Texas
3416,MDM/Master Data Analyst ( Tibco EBX ),"Vsion Technologies Inc
4.4","Austin, TX",Information Technology,Austin,Texas
3417,Data Analyst III,"Superior HealthPlan
3.3","Austin, TX",Health Care,Austin,Texas
3418,Data Architect,"General Dynamics Information Technology
3.5","Austin, TX",Information Technology,Austin,Texas
3419,"Senior SW Engineer, Data Science","FireEye Inc
3.3","Austin, TX",Information Technology,Austin,Texas
3420,Senior Claims Data Analyst,"MedSeek
2.6","Austin, TX",Information Technology,Austin,Texas
3421,SoC Power Modeling Engineer,"Apple
4.1","Austin, TX",Information Technology,Austin,Texas
3422,Business Data Modeler,"E2open
3.4","Austin, TX",Information Technology,Austin,Texas
3423,Data engineer,"Saicon Consultants Inc.
3.3","Austin, TX",Information Technology,Austin,Texas
3424,Lead Data Engineer/Architect,"Housecall Pro
4.6","Austin, TX",Information Technology,Austin,Texas
3425,Principal Data Engineer - Kafka SME,"Procore Technologies
4.2","Austin, TX",Information Technology,Austin,Texas
3426,Data Engineer,"NRCCUA
4.2","Austin, TX",Education,Austin,Texas
3427,Senior Strategy Data Analyst,"Central Health
3.6","Austin, TX",Health Care,Austin,Texas
3428,Machine Learning Engineer | Research Scientist,Synthetik Applied Technologies,"Austin, TX",-1,Austin,Texas
3429,Data Analyst/Data Entry/Federal Data Entry/Data Specialist,"ARK Solutions, Inc.
3.9","Austin, TX",Business Services,Austin,Texas
3430,Managed Care Data Analyst,"Sonic Healthcare USA
2.6","Austin, TX",Health Care,Austin,Texas
3431,Senior Data Engineer,"Unizin
5.0","Austin, TX",Education,Austin,Texas
3432,Data Analyst IV,"Texas Health & Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3433,Sr. Machine Learning Engineer,"Bazaarvoice
3.7","Austin, TX",Information Technology,Austin,Texas
3434,Advanced Python Data Engineer,"Latitude, Inc.
4.0","Austin, TX",Business Services,Austin,Texas
3435,Senior Data Engineer,"SADA
4.7","Austin, TX",Information Technology,Austin,Texas
3436,System/Data Analyst,"22nd Century Technologies
3.7","Austin, TX",Information Technology,Austin,Texas
3437,Teradata Data Engineer,"pddninc.net
5.0","Austin, TX",Consumer Services,Austin,Texas
3438,"Business Applications, Infor Analytics Consultant","Grant Thornton
3.7","Austin, TX",Accounting & Legal,Austin,Texas
3439,Analytical Consultant #2020,"SAS Institute, Inc
3.8","Austin, TX",Information Technology,Austin,Texas
3440,Data Architect,"General Dynamics
3.5","Austin, TX",Aerospace & Defense,Austin,Texas
3441,Data Analyst Junior,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology,Austin,Texas
3442,"Data Engineer - Austin, TX (remote)","Georgia IT Inc.
5.0","Austin, TX",-1,Austin,Texas
3443,Data Engineer-Sr Specialist,"Ascension
3.3","Austin, TX",Health Care,Austin,Texas
3444,Signal Processing and Automation Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3445,TSDS Data QA Analyst (Data Analyst IV),"Texas Education Agency
2.8","Austin, TX",Government,Austin,Texas
3446,Big Data Engineer,"CYNET SYSTEMS
4.0","Austin, TX",Information Technology,Austin,Texas
3447,Quantum Principal Data Scientist- Industrial Discrete Sector Industry,"IBM Corporation
3.7","Austin, TX",Information Technology,Austin,Texas
3448,Senior Data Analyst,Iris Plans Inc.,"Austin, TX",-1,Austin,Texas
3449,Marketing Analytics Manager,"Aceable
4.3","Austin, TX",Education,Austin,Texas
3450,"Research Engineering/Scientist Associate II, Department of Pediatrics, Dell Medical School","University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3451,"Senior Data Engineer (St. Louis, Austin or Toronto)","Mastercard
4.1","Austin, TX",Finance,Austin,Texas
3452,"Scientist III, Bioinformatics","Thermo Fisher Scientific
3.4","Austin, TX",Biotech & Pharmaceuticals,Austin,Texas
3453,Medical Lab Scientist (MLS)- Evening Shift,"Ascension
3.3","Austin, TX",Health Care,Austin,Texas
3454,"Head of Data Science, Insights, & Analytics Job Description","Onnit
3.9","Austin, TX",Consumer Services,Austin,Texas
3455,9-1-1 Data Analyst,911 Datamaster Inc,"Austin, TX",Information Technology,Austin,Texas
3456,Simulation Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3457,Senior Data Engineer (ATX),"Ethos Life
4.2","Austin, TX",Information Technology,Austin,Texas
3458,System Test Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3459,Simulation Data Analyst,"Hyliion
2.7","Cedar Park, TX",Transportation & Logistics,Cedar Park,Texas
